Citation,PR.ID,Year,ES.ID,CHT.ID,Ecosystem_type,Longitude,Latitude,Study_design,Study,Continent,Region,Country,Climate,Source,Variable,Impact_type,Level_ecological_organization,Invader_1,Invader_2,Interacting_taxon,Trohic_level,nI1,mI1,sdI1,nI2,mI2,sdI2,nI1_I2,mI1_I2,sdI1_I2,nC,mC,sdC,num_shared_control,N_control_sc
"Cushman and Gaffney, 2010. Biological Invasions 12: 2765–2776",PUB21,2010,193,CHT32,Riparian,-123.0256992,38.6611331,Observational,Riparian,Northern America,"Alexander Valley, Sonoma County, California, USA",United States of America,NA,Figure 2f,seedling abundance (exotic),Plant abundance,Community,Vinca major,Arundo donax,Plant-Plant,Producer-Producer,20,0.51,1.118033989,20,1.53,1.699411663,20,1.53,1.118033989,20,20.15,14.31083506,1,20
"Kiesecker and Blaustein, 1998. Conservation Biology 12: 776–787",PUB22,1998,194,CHT33,Riparian,-123.2135769,44.70048,Experimental,Marshy,Northern America,E.E. Wilson Wildlife Area,United States of America,NA,Figure 3,Mass of Rana aurora larvae (g),Animal growth,Species,Rana catesbiana,Micropterus dolomieui,Animal-Animal,Consumer-Consumer,3,0.72,0.08660254,3,1.72,0.207846097,3,0.76,0.103923048,3,1.81,0.207846097,1,3
"Kiesecker and Blaustein, 1998. Conservation Biology 12: 776–787",PUB22,1998,195,CHT33,Riparian,-123.2135769,44.70048,Experimental,Marshy,Northern America,E.E. Wilson Wildlife Area,United States of America,NA,Figure 3,Survival of Rana aurora larvae (%),Animal behaviour,Species,Rana catesbiana,Micropterus dolomieui,Animal-Animal,Consumer-Consumer,3,89.23,9.941971635,3,90.9,11.60474041,3,46.41,11.60474041,3,87.56,10.35766383,1,3
Boone et al. 2007. Ecological Applications 17: 291-301,PUB24,2007,196,CHT34,Pond,-92.3262664,38.9284431,Experimental,Aquatic,Northern America,"University of Missouri, Columbia (Boone County)",United States of America,,Figure 4,Survival to metamorphosis for Ambystoma maculatum af,Animal behaviour,Species,Rana catesbeiana,Lepomis macrochir,Animal-Animal,Consumer-Consumer,4,0.9,0.14,4,0.001,0,4,0.002,0,4,0.88,0.16,1,4
Cameron et al. 2013. Soil Biology and Biochemistry 57: 334-340,PUB25,2013,197,CHT35,Unknown,-113.5285073,53.5232189,Experimental,Terrestrial,Northern America,University of Alberta,Canada,,Figure 1a,Mean abundance of microarthropod,Animal abundance,Community,Lumbricus terrestris,Dendrobaena octaedra,Animal-Animal,Consumer-Consumer,10,430.37,193.6895067,10,279.48,129.4636474,10,196.34,119.186245,10,477.49,228.4745609,1,10
Cameron et al. 2013. Soil Biology and Biochemistry 57: 334-340,PUB25,2013,198,CHT35,Unknown,-113.5285073,53.5232189,Experimental,Terrestrial,Northern America,University of Alberta,Canada,,Figure 1f, Oribatida taxon richness,Animal richness,Community,Lumbricus terrestris,Dendrobaena octaedra,Animal-Animal,Consumer-Consumer,10,7.93,2.245217139,10,8.44,2.340085469,10,7.22,2.150348809,10,8.31,2.751181564,1,10
"Griffen and Byers, 2009. Biological Invasions 11: 927–940",PUB26,2009,199,CHT36,Coastal,-70.7184256,43.0440129,Experimental,Aquatic,Northern America,Rocky New England shores,United States of America,,Figure 1,Survival of N. lapillus,Animal behaviour,Species,Hemigrapsus sanguineus,Carcinus maenas,Animal-Animal,Consumer-Consumer,8,3.78,3.450681092,8,2.8,3.450681092,8,3.23,4.129503602,8,15,8.428712832,1,8
"Griffen and Byers, 2009. Biological Invasions 11: 927–940",PUB26,2009,200,CHT36,Coastal,-70.7184256,43.0440129,Experimental,Aquatic,Northern America,Rocky New England shores,United States of America,,Figure 1,Survival of L. littorea,Animal behaviour,Species,Hemigrapsus sanguineus,Carcinus maenas,Animal-Animal,Consumer-Consumer,8,33.33,10.09748484,8,17.06,7.863027407,8,19.04,11.20057141,8,55.1,24.83359016,1,8
"Griffen and Byers, 2009. Biological Invasions 11: 927–940",PUB26,2009,201,CHT36,Coastal,-70.7184256,43.0440129,Experimental,Aquatic,Northern America,Rocky New England shores,United States of America,,Figure 1,Survival of L. obtusata,Animal behaviour,Species,Hemigrapsus sanguineus,Carcinus maenas,Animal-Animal,Consumer-Consumer,8,8.5,5.091168825,8,2.6,1.697056275,8,2.3,2.828427125,8,20.9,5.939696962,1,8
"Griffen and Byers, 2009. Biological Invasions 11: 927–940",PUB26,2009,202,CHT36,Coastal,-70.7184256,43.0440129,Experimental,Aquatic,Northern America,Rocky New England shores,United States of America,,Figure 1,Survival of Barnacles,Animal behaviour,Species,Hemigrapsus sanguineus,Carcinus maenas,Animal-Animal,Consumer-Consumer,8,96.87,35.38362333,8,75,17.28168973,8,119.79,38.29690327,8,212.5,38.29690327,1,8
"Griffen and Byers, 2009. Biological Invasions 11: 927–940",PUB26,2009,203,CHT36,Coastal,-70.7184256,43.0440129,Experimental,Aquatic,Northern America,Rocky New England shores,United States of America,,Figure 1,Survival of Mussels,Animal behaviour,Species,Hemigrapsus sanguineus,Carcinus maenas,Animal-Animal,Consumer-Consumer,8,52.86,20.87379218,8,13.52,13.91586145,8,25.82,17.309974,8,127.87,43.47292491,1,8
"Griffen and Byers, 2009. Biological Invasions 11: 927–940",PUB26,2009,204,CHT36,Coastal,-70.7184256,43.0440129,Experimental,Aquatic,Northern America,Rocky New England shores,United States of America,,Figure 1,Wet weight per cage (g) (Red algae),Plant production,Community,Hemigrapsus sanguineus,Carcinus maenas,Animal-Animal,Consumer-Consumer,8,86.77,66.63774306,8,74.38,26.27608799,8,64.46,36.79783689,8,122.73,49.07321061,1,8
"Griffen and Byers, 2009. Biological Invasions 11: 927–940",PUB26,2009,205,CHT36,Coastal,-70.7184256,43.0440129,Experimental,Aquatic,Northern America,Rocky New England shores,United States of America,,Figure 1,Wet weight per cage (g) (Brown algae),Plant production,Community,Hemigrapsus sanguineus,Carcinus maenas,Animal-Animal,Consumer-Consumer,8,100,37.08067961,8,103.28,27.80343864,8,131.15,78.82826397,8,168.85,41.74758436,1,8
"Griffen, 2006. Oecologia 148: 702-709",PUB27,2006,206,CHT37,Coastal,-70.7184256,43.0440129,Experimental,Aquatic,Northern America,Rocky New England shores,United States of America,,Figure 1,Number of mussel prey lost (mortality) at low mussel density,Animal behaviour,Species,Hemigrapsus sanguineus,Carcinus maenas,Animal-Animal,Consumer-Consumer,5,8.37,5.120595668,5,19.18,8.519418994,5,15.34,5.657251983,5,2.28,1.542886904,1,5
"Griffen, 2006. Oecologia 148: 702-709",PUB27,2006,207,CHT38,Coastal,-70.7184256,43.0440129,Experimental,Aquatic,Northern America,Rocky New England shores,United States of America,,Figure 1,Number of mussel prey lost (mortality) at high mussel density,Animal behaviour,Species,Hemigrapsus sanguineus,Carcinus maenas,Animal-Animal,Consumer-Consumer,5,21.81,23.21038561,5,42.02,24.19425552,5,37.3,10.88965105,5,3.26,1.408722826,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,208,CHT39,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S2a,Abundance of grazers and scrapers ,Animal abundance,Community,Pacifastacus leniusculus,Orconectes virilis,Animal-Animal,Consumer-Consumer,5,1.86,2.459674775,5,2.2,4.449775275,5,2.03,1.408722826,5,13.39,14.48972049,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,209,CHT40,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S3a,Abundance of grazers and scrapers ,Animal abundance,Community,Procambarus clarkii,Astacus leptodactylus,Animal-Animal,Consumer-Consumer,5,14.43,17.86618314,5,10.13,9.615092303,5,11.98,9.615092303,5,117.95,104.4020139,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,210,CHT39,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S2b,Abundance of gatherers and shredders ,Animal abundance,Community,Pacifastacus leniusculus,Orconectes virilis,Animal-Animal,Consumer-Consumer,5,235.49,53.82215622,5,197.1,34.34600413,5,236.52,67.52925292,5,219.62,51.5190062,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,211,CHT40,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S3b,Abundance of gatherers and shredders ,Animal abundance,Community,Procambarus clarkii,Astacus leptodactylus,Animal-Animal,Consumer-Consumer,5,25,22.87497541,5,15.18,13.75181806,5,16.55,13.34932583,5,29.09,29.06888371,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,212,CHT39,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S2c,Abundance of predators and carnivorous scavengers ,Animal abundance,Community,Pacifastacus leniusculus,Orconectes virilis,Animal-Animal,Consumer-Consumer,5,0.4,0.872066511,5,0.61,0.827345152,5,0.61,0.827345152,5,3.4,1.542886904,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,213,CHT40,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S3c,Abundance of predators and carnivorous scavengers ,Animal abundance,Community,Procambarus clarkii,Astacus leptodactylus,Animal-Animal,Consumer-Consumer,5,6.21,8.497058314,5,5.49,6.775285972,5,2.82,4.718103433,5,20.39,15.96552536,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,214,CHT39,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S2d,Abundance of Diptera ,Animal abundance,Community,Pacifastacus leniusculus,Orconectes virilis,Animal-Animal,Consumer-Consumer,5,150.51,68.22243399,5,392.54,227.4081133,5,233.9,81.86244866,5,937.63,327.5168767,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,215,CHT40,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S3d,Abundance of Diptera ,Animal abundance,Community,Procambarus clarkii,Astacus leptodactylus,Animal-Animal,Consumer-Consumer,5,208.36,114.4866804,5,172.01,53.82215622,5,183.79,105.3188017,5,141.81,128.2161378,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,216,CHT39,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S4a,Algal standing stock measured as chlorophyll-a concentration ,Plant production,Community,Pacifastacus leniusculus,Orconectes virilis,Animal-Animal,Consumer-Consumer,5,0.78,0.178885438,5,0.72,0.402492236,5,0.56,0.156524758,5,0.4,0.156524758,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,217,CHT40,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S4b,Algal standing stock measured as chlorophyll-a concentration ,Plant production,Community,Procambarus clarkii,Astacus leptodactylus,Animal-Animal,Consumer-Consumer,5,4.74,10.42007678,5,2.22,4.94171023,5,2.07,4.539217994,5,0.99,2.146625258,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,218,CHT39,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S5a,Leaf litter decomposition rates in bags with a mesh of 1mm2 ,Litter decomposition,Ecosystem,Pacifastacus leniusculus,Orconectes virilis,Animal-Animal,Consumer-Consumer,5,0.005,0.002236068,5,0.006,0.002236068,5,0.005,0.000447214,5,0.006,0.002236068,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,219,CHT40,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S5d,Leaf litter decomposition rates in bags with a mesh of 1mm2 ,Litter decomposition,Ecosystem,Procambarus clarkii,Astacus leptodactylus,Animal-Animal,Consumer-Consumer,5,0.012,0.020124612,5,0.008,0.002236068,5,0.009,0.002236068,5,0.014,0.001565248,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,220,CHT39,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S5b,Leaf litter decomposition rates in bags with a mesh of 5mm2 ,Litter decomposition,Ecosystem,Pacifastacus leniusculus,Orconectes virilis,Animal-Animal,Consumer-Consumer,5,0.023,0.006708204,5,0.0046,0.001341641,5,0.015,0.01118034,5,0.007,0.001118034,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,221,CHT40,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S5e,Leaf litter decomposition rates in bags with a mesh of 5mm2 ,Litter decomposition,Ecosystem,Procambarus clarkii,Astacus leptodactylus,Animal-Animal,Consumer-Consumer,5,0.011,0.004472136,5,0.0088,0.002012461,5,0.01,0.002236068,5,0.0157,0.001341641,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,222,CHT39,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S5c,Leaf litter decomposition rates in bags with a mesh of 10mm2 ,Litter decomposition,Ecosystem,Pacifastacus leniusculus,Orconectes virilis,Animal-Animal,Consumer-Consumer,5,0.041,0.01118034,5,0.007,0.002236068,5,0.018,0.002236068,5,0.022,0.013416408,1,5
Jackson et al. 2014. Freshwater Biology 59: 1123–1135,PUB28,2014,223,CHT40,Pond,-13.4306024,54.2184924,Experimental,Aquatic,Europe,United Kingdom,United Kingdom,,Figure S5f,Leaf litter decomposition rates in bags with a mesh of 10mm2 ,Litter decomposition,Ecosystem,Procambarus clarkii,Astacus leptodactylus,Animal-Animal,Consumer-Consumer,5,0.037,0.026832816,5,0.008,0.002236068,5,0.016,0.006708204,5,0.016,0.002236068,1,5
"Kuhns and Berg, 1999. Journal of Great Lakes Research 25: 910–917",PUB29,1999,224,CHT41,Lake,-87.53,41.72694444,Experimental,Aquatic,Northern America,"Calumet Harbor, Illinois",United States of America,,Figure 1,Total invertebrate biomass,Animal production,Community,Neogobius melanostomus,Dreissena polymorpha,Animal-Animal,Consumer-Consumer,5,0.066,0.049193496,5,0.61,0.223606798,5,0.24,0.089442719,5,0.066,0.049193496,1,5
Lawler et al. 1999. Conservation Biology 13: 613-622,PUB30,1999,225,CHT42,Pond,-121.8133222,37.8892984,Experimental,Aquatic,Northern America,"San Joaquin County, California",United States of America,,Figure 2,Mean weight of survived red legged frog tedpoles,Animal growth,Species,Gambusia affinis,Rana catesbeiana,Animal-Animal,Consumer-Consumer,3,1.39,0.23,3,1.87,0.22,3,1.99,1.04,3,2.12,0.15,1,3
Porter-Whitaker et a. 2012. Ecology of Freshwater Fish 21: 375-385,PUB31,2012,226,CHT43,Wetland,-80.79805556,25.28277778,Experimental,Aquatic,Northern America,"Paurotis Pond,  Southern ENP",United States of America,,Figure 1,Total mortality rate of prey,Animal behaviour,Species,Hemichromis letourneuxi,Cichlasoma urophthalmus,Animal-Animal,Consumer-Consumer,5,16.65,3.130495168,5,22.87,6.730564612,5,16.89,3.488266045,5,10.79,3.600069444,1,5
"Preisser and Elkinton, 2008. Ecology 89: 2671-2677",PUB32,2008,227,CHT44,Forest,-72.2663715,42.4894776,Experimental,Terrestrial,Northern America,"Cadwell Forest, Petersham, Massachuset",United States of America,,Figure 2b,Foliage growth,Plant growth,Species,Fiorinia externa,Adelges tsugae,Animal-Animal,Consumer-Consumer,4,2.2,0.24,4,1.58,0.2,4,2,0.24,4,2.25,0.2,1,4
Nurkse et al. 2018. Journal of the Marine Biological Association of the United Kingdom 98: 25-31,PUB33,2018,228,CHT45,Coastal,22.98,58.37,Experimental,Aquatic,Europe," Koiguste field station, North-eastern Baltic Sea",Estonia,,Figure 1,Prey abundance of Gammarus spp. at summer temperature ,Animal abundance,Community,Rhithropanopeus harrisii,Neogobius melanostomus,Animal-Animal,Consumer-Consumer,5,32.72,7.848598601,5,21.98,18.3581181,5,8.93,9.726895702,5,44.2,0.804984472,1,5
Nurkse et al. 2018. Journal of the Marine Biological Association of the United Kingdom 98: 25-31,PUB33,2018,229,CHT46,Coastal,22.98,58.37,Experimental,Aquatic,Europe," Koiguste field station, North-eastern Baltic Sea",Estonia,,Figure 1,Prey abundance of Gammarus spp. at spring/autumn temperature,Animal abundance,Community,Rhithropanopeus harrisii,Neogobius melanostomus,Animal-Animal,Consumer-Consumer,5,41.42,3.242298567,5,27.77,9.995223859,5,30.79,9.190239388,5,43.72,0.536656315,1,5
Nurkse et al. 2018. Journal of the Marine Biological Association of the United Kingdom 98: 25-31,PUB33,2018,230,CHT45,Coastal,22.98,58.37,Experimental,Aquatic,Europe," Koiguste field station, North-eastern Baltic Sea",Estonia,,Figure 1,Prey abundance of Mytillus trossulus at summer temperature ,Animal abundance,Community,Rhithropanopeus harrisii,Neogobius melanostomus,Animal-Animal,Consumer-Consumer,5,49.37,2.03482186,5,47.38,3.555348084,5,41.02,12.45489863,5,50.39,0.760263112,1,5
Nurkse et al. 2018. Journal of the Marine Biological Association of the United Kingdom 98: 25-31,PUB33,2018,231,CHT46,Coastal,22.98,58.37,Experimental,Aquatic,Europe," Koiguste field station, North-eastern Baltic Sea",Estonia,,Figure 1,Prey abundance of Mytillus trossulus at spring/autumn temperature,Animal abundance,Community,Rhithropanopeus harrisii,Neogobius melanostomus,Animal-Animal,Consumer-Consumer,5,49.77,1.274558747,5,50,1.833575742,5,50.39,2.414953416,5,50.39,0.894427191,1,5
Nurkse et al. 2018. Journal of the Marine Biological Association of the United Kingdom 98: 25-31,PUB33,2018,232,CHT45,Coastal,22.98,58.37,Experimental,Aquatic,Europe," Koiguste field station, North-eastern Baltic Sea",Estonia,,Figure 1,Prey abundance of Macoma balthica at summer temperature ,Animal abundance,Community,Rhithropanopeus harrisii,Neogobius melanostomus,Animal-Animal,Consumer-Consumer,5,42.98,3.130495168,5,43.34,1.878297101,5,42.94,2.057182539,5,44.98,0.872066511,1,5
Nurkse et al. 2018. Journal of the Marine Biological Association of the United Kingdom 98: 25-31,PUB33,2018,233,CHT46,Coastal,22.98,58.37,Experimental,Aquatic,Europe," Koiguste field station, North-eastern Baltic Sea",Estonia,,Figure 1,Prey abundance of Macoma balthica at spring/autumn temperature,Animal abundance,Community,Rhithropanopeus harrisii,Neogobius melanostomus,Animal-Animal,Consumer-Consumer,5,41.51,2.929249051,5,43.14,2.325510697,5,43.94,1.431083506,5,45.13,0.357770876,1,5
Nurkse et al. 2018. Journal of the Marine Biological Association of the United Kingdom 98: 25-31,PUB33,2018,234,CHT45,Coastal,22.98,58.37,Experimental,Aquatic,Europe," Koiguste field station, North-eastern Baltic Sea",Estonia,,Figure 1,Prey abundance of Thodoxus fluviatilis at summer temperature ,Animal abundance,Community,Rhithropanopeus harrisii,Neogobius melanostomus,Animal-Animal,Consumer-Consumer,5,42.51,2.750363612,5,43.94,1.609968944,5,43.5,2.146625258,5,44.1,1.252198067,1,5
Nurkse et al. 2018. Journal of the Marine Biological Association of the United Kingdom 98: 25-31,PUB33,2018,235,CHT46,Coastal,22.98,58.37,Experimental,Aquatic,Europe," Koiguste field station, North-eastern Baltic Sea",Estonia,,Figure 1,Prey abundance of Thodoxus fluviatilis at spring/autumn temperature,Animal abundance,Community,Rhithropanopeus harrisii,Neogobius melanostomus,Animal-Animal,Consumer-Consumer,5,44.26,1.431083506,5,44.26,1.431083506,5,44.9,0.04472136,5,44.26,0.715541753,1,5
"Smith, 2005. Biological Conservation 123: 433–441",PUB34,2005,236,CHT47,Unknown,-83.3188676,42.506233,Experimental,Aquatic,Northern America,"North Wet Lab, FISC",United States of America,,Table 2,Gosner stage B. terrestris,Animal development,Species,Bufo marinus,Osteopilus septentrionalis,Animal-Animal,Consumer-Consumer,4,41.6,0.2,4,40.2,0.32,4,41,0.06,4,41.6,0.44,1,4
"Smith, 2005. Biological Conservation 123: 433–441",PUB34,2005,237,CHT48,Unknown,-83.3188676,42.506233,Experimental,Aquatic,Northern America,"North Wet Lab, FISC",United States of America,,Table 2,Gosner stage H. cinerea,Animal development,Species,Bufo marinus,Osteopilus septentrionalis,Animal-Animal,Consumer-Consumer,4,33.9,0.5,4,30.8,0.54,4,31.6,0.76,4,34.6,0.4,1,4
"Smith, 2005. Biological Conservation 123: 433–441",PUB34,2005,238,CHT47,Unknown,-83.3188676,42.506233,Experimental,Aquatic,Northern America,"North Wet Lab, FISC",United States of America,,Table 2,Time to metamorphosis (B. terrestris),Animal development,Species,Bufo marinus,Osteopilus septentrionalis,Animal-Animal,Consumer-Consumer,4,15.5,0.28,4,17.6,0.42,4,16.9,0.52,4,15.7,0.86,1,4
"Smith, 2005. Biological Conservation 123: 433–441",PUB34,2005,239,CHT48,Unknown,-83.3188676,42.506233,Experimental,Aquatic,Northern America,"North Wet Lab, FISC",United States of America,,Table 2,Time to metamorphosis (H. cinerea),Animal development,Species,Bufo marinus,Osteopilus septentrionalis,Animal-Animal,Consumer-Consumer,4,35.5,0.92,4,40.8,1.42,4,38.1,1.84,4,36.7,1.02,1,4
"Smith, 2005. Biological Conservation 123: 433–441",PUB34,2005,240,CHT47,Unknown,-83.3188676,42.506233,Experimental,Aquatic,Northern America,"North Wet Lab, FISC",United States of America,,Figure 1,Mean mass (g) early larval period (B. terrestris),Animal growth,Species,Bufo marinus,Osteopilus septentrionalis,Animal-Animal,Consumer-Consumer,4,0.3,0.012,4,0.24,0.008,4,0.24,0.022,4,0.32,0.02,1,4
"Smith, 2005. Biological Conservation 123: 433–441",PUB34,2005,241,CHT48,Unknown,-83.3188676,42.506233,Experimental,Aquatic,Northern America,"North Wet Lab, FISC",United States of America,,Figure 1,Mean mass (g) early larval period (H. cinerea),Animal growth,Species,Bufo marinus,Osteopilus septentrionalis,Animal-Animal,Consumer-Consumer,4,0.55,0.04,4,0.24,0.01,4,0.3,0.06,4,0.63,0.06,1,4
"Smith, 2005. Biological Conservation 123: 433–441",PUB34,2005,242,CHT47,Unknown,-83.3188676,42.506233,Experimental,Aquatic,Northern America,"North Wet Lab, FISC",United States of America,,Figure 1,Mean mass (g) metamorphosis (B. terrestris),Animal growth,Species,Bufo marinus,Osteopilus septentrionalis,Animal-Animal,Consumer-Consumer,4,0.28,0.02,4,0.17,0.008,4,0.177,0.014,4,0.29,0.014,1,4
"Smith, 2005. Biological Conservation 123: 433–441",PUB34,2005,243,CHT48,Unknown,-83.3188676,42.506233,Experimental,Aquatic,Northern America,"North Wet Lab, FISC",United States of America,,Figure 1,Mean mass (g) metamorphosis (H. cinerea),Animal growth,Species,Bufo marinus,Osteopilus septentrionalis,Animal-Animal,Consumer-Consumer,4,1.12,0.12,4,1.15,0.2,4,1.38,0.22,4,0.81,0.06,1,4
Murali and Setty 2001. Current Science 80: 675-678,PUB35,2001,244,CHT49,Forest,77.1983137,11.8999974,Observational,Terrestrial,Asia-Tropical,Biligiri Rangan hills Temple wildlife sanctuary,India,,Table 3,Total number of plant species,Plant richness,Community,Lantana camara,Chromelina odorata,Plant-Plant,Producer-Producer,35,18.94,7.06,20,12.25,4.24,21,15.86,4.62,58,15.65,5.4,1,58
Murali and Setty 2001. Current Science 80: 675-678,PUB35,2001,245,CHT49,Forest,77.1983137,11.8999974,Observational,Terrestrial,Asia-Tropical,Biligiri Rangan hills Temple wildlife sanctuary,India,,Table 3,No. of plant stems (> 10 cm DBH),Plant abundance,Community,Lantana camara,Chromelina odorata,Plant-Plant,Producer-Producer,35,13.54,9.33,20,13.9,6.7,21,15.57,8.22,58,16.6,12.59,1,58
Murali and Setty 2001. Current Science 80: 675-678,PUB35,2001,246,CHT49,Forest,77.1983137,11.8999974,Observational,Terrestrial,Asia-Tropical,Biligiri Rangan hills Temple wildlife sanctuary,India,,Table 3,No. of plant stems (> 1 and <10 cm DBH),Plant abundance,Community,Lantana camara,Chromelina odorata,Plant-Plant,Producer-Producer,35,68.08,41.51,20,42.6,45.5,21,79.86,45.21,58,59.95,46.22,1,58
Murali and Setty 2001. Current Science 80: 675-678,PUB35,2001,247,CHT50,Forest,77.1983137,11.8999974,Observational,Terrestrial,Asia-Tropical,Biligiri Rangan hills Temple wildlife sanctuary,India,,Table 4,No. of saplings (Deciduous forest),Plant abundance,Community,Lantana camara,Chromelina odorata,Plant-Plant,Producer-Producer,17,18,5.98,13,15.3,5.51,11,19.5,7.44,11,17.5,6.04,1,11
Murali and Setty 2001. Current Science 80: 675-678,PUB35,2001,248,CHT50,Forest,77.1983137,11.8999974,Observational,Terrestrial,Asia-Tropical,Biligiri Rangan hills Temple wildlife sanctuary,India,,Table 4,No. of plant stems (Deciduous forest),Plant abundance,Community,Lantana camara,Chromelina odorata,Plant-Plant,Producer-Producer,17,66.3,41.23,13,22.38,6.35,11,20.38,6.35,11,22.7,20.72,1,11
Murali and Setty 2001. Current Science 80: 675-678,PUB35,2001,249,CHT50,Forest,77.1983137,11.8999974,Observational,Terrestrial,Asia-Tropical,Biligiri Rangan hills Temple wildlife sanctuary,India,,Table 4,Total no. of plant species (Deciduous forest),Plant richness,Community,Lantana camara,Chromelina odorata,Plant-Plant,Producer-Producer,17,19.2,5.49,13,9.8,2.78,11,14,3.78,11,11.4,3.11,1,11
Murali and Setty 2001. Current Science 80: 675-678,PUB35,2001,250,CHT51,Forest,77.1983137,11.8999974,Observational,Terrestrial,Asia-Tropical,Biligiri Rangan hills Temple wildlife sanctuary,India,,Table 4,No. of saplings (Scrub),Plant abundance,Community,Lantana camara,Chromelina odorata,Plant-Plant,Producer-Producer,13,3.8,4.21,7,11.4,7.75,9,11.7,7.07,24,5.9,8.29,1,24
Murali and Setty 2001. Current Science 80: 675-678,PUB35,2001,251,CHT51,Forest,77.1983137,11.8999974,Observational,Terrestrial,Asia-Tropical,Biligiri Rangan hills Temple wildlife sanctuary,India,,Table 4,No. of plant stems (Scrub),Plant abundance,Community,Lantana camara,Chromelina odorata,Plant-Plant,Producer-Producer,13,60.5,39.13,7,85.9,57.72,9,112.1,38.97,24,72,35.64,1,24
Murali and Setty 2001. Current Science 80: 675-678,PUB35,2001,252,CHT51,Forest,77.1983137,11.8999974,Observational,Terrestrial,Asia-Tropical,Biligiri Rangan hills Temple wildlife sanctuary,India,,Table 4,Total no. of plant species (Scrub),Plant richness,Community,Lantana camara,Chromelina odorata,Plant-Plant,Producer-Producer,13,15.2,5.64,7,16.9,2.1,9,18.8,4.66,24,14.6,4.97,1,24
"Ballari et al. 2020. Biological Invasions 22, 1681–1689",PUB23,2020,253,CHT52,Forest,-71.5045242,-41.0001164,Observational,Terrestrial,Southern America,"Nahuel Huapi National Park,  northwest Patagonia",Argentina,Temperate,Figure 1a, dry biomass weight (gms),Plant production,Community,Sus scrofa,Bos taurus,Animal-Animal,Consumer-Consumer,30,8.99,54.49839447,30,3.44,26.2359105,30,5.82,38.06671775,30,25.87,27.16703885,1,30
"Ballari et al. 2020. Biological Invasions 22, 1681–1689",PUB23,2020,254,CHT52,Forest,-71.5045242,-41.0001164,Observational,Terrestrial,Southern America,"Nahuel Huapi National Park,  northwest Patagonia",Argentina,Temperate,"Text, Figure 1c",Herbacious cover (%),Plant abundance,Community,Sus scrofa,Bos taurus,Animal-Animal,Consumer-Consumer,45,8.75,8.854829191,45,20.4,12.61142339,45,19.84,12.07476708,45,18.23,16.56926371,1,45
